Brand,Year,Model,Car/Suv,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,Location,CylindersinEngine,BodyType,Doors,Seats,Price
Holden,2013.0,Captiva,SUV,USED,Automatic,2.2,AWD,Diesel,8.2,101470.0,WA,4,SUV,4,5,13488.0
Mazda,2013.0,CX-5,SUV,USED,Automatic,2.2,AWD,Diesel,5.7,159724.0,WA,4,SUV,4,5,19350.0
Toyota,2019.0,Hilux,Ute / Tray,USED,Automatic,2.8,4WD,Diesel,8.5,134960.0,WA,4,Ute / Tray,4,5,47980.0
Mitsubishi,2020.0,Outlander,SUV,USED,Automatic,2.4,Front,Unleaded,7.2,47041.0,WA,4,SUV,4,7,33990.0
Mitsubishi,2021.0,ASX,SUV,USED,Automatic,2.0,Front,Unleaded,7.6,70788.0,WA,4,SUV,4,5,25998.0
MG,2021.0,HS,SUV,USED,Automatic,1.5,Front,Unleaded,7.3,38763.0,WA,4,SUV,4,5,28588.0
Ford,2011.0,Territory,Gamers Autos,USED,Automatic,2.0,Other,Unleaded,7.4,216000.0,WA,4,Wagon,4,5,12250.0
Suzuki,2016.0,Swift,Hatchback,USED,Automatic,1.6,Front,Unleaded,6.1,54344.0,WA,4,Hatchback,5,5,19998.0
Audi,2018.0,A3,Sedan,USED,Automatic,2.0,AWD,Premium,6.1,61811.0,WA,4,Sedan,4,5,35996.0
Toyota,2020.0,Hilux,Ute / Tray,USED,Automatic,2.8,4WD,Diesel,8.5,51476.0,WA,4,Ute / Tray,4,5,69990.0
Ford,2019.0,Everest,SUV,USED,Automatic,2.0,4WD,Diesel,7.1,61131.0,WA,4,SUV,4,7,56997.0
Holden,2018.0,Captiva,JPM MOTORS,USED,Automatic,2.0,AWD,Diesel,7.4,177101.0,WA,4,Wagon,4,5,16990.0
Holden,2006.0,Calais,Sedan,USED,Automatic,3.6,Rear,Unleaded,11.0,178950.0,WA,6,Sedan,4,5,10990.0
Kia,2020.0,Cerato,Sedan,USED,Automatic,2.0,Front,Unleaded,7.4,59383.0,WA,4,Sedan,4,5,23980.0
MG,2021.0,HS,SUV,USED,Automatic,1.5,Front,Unleaded,7.3,36624.0,WA,4,SUV,4,5,28988.0
Mazda,2021.0,CX-30,SUV,USED,Automatic,2.0,Front,Unleaded,6.5,28997.0,WA,4,SUV,4,5,35989.0
Holden,2008.0,Commodore,Wagon,USED,Automatic,3.6,Rear,Unleaded,11.0,213297.0,WA,6,Wagon,4,5,12990.0
Ford,2022.0,Puma,SUV,USED,Automatic,1.0,Front,Premium,5.3,9048.0,WA,3,SUV,5,5,34444.0
Volkswagen,2015.0,Golf,Hatchback,USED,Automatic,1.4,Front,Premium,5.2,85269.0,WA,4,Hatchback,5,5,18888.0
Kia,2022.0,Carnival,Wagon,USED,Automatic,3.5,Front,Unleaded,9.6,3202.0,WA,6,Wagon,4,8,52999.0
BMW,2007.0,325I,Coupe,USED,Automatic,2.5,Rear,Premium,9.0,241871.0,WA,6,Coupe,2,4,13990.0
Ssangyong,2023.0,Korando,SUV,USED,Automatic,1.5,Front,Unleaded,7.7,23.0,WA,4,SUV,5,5,33585.0
Audi,2016.0,RS3,Hatchback,USED,Automatic,2.5,AWD,Premium,8.1,74700.0,WA,5,Hatchback,5,5,54990.0
Mazda,2015.0,CX-5,SUV,USED,Automatic,2.5,AWD,Unleaded,7.4,84583.0,WA,4,SUV,4,5,25350.0
Mitsubishi,2018.0,Outlander,SUV,USED,Automatic,2.4,Front,Unleaded,6.8,120449.0,WA,4,SUV,4,7,24998.0
Mazda,2021.0,CX-3,SUV,USED,Automatic,2.0,AWD,Unleaded,6.7,20590.0,WA,4,SUV,4,5,36888.0
Hyundai,2006.0,Getz,Hatchback,USED,Automatic,1.6,Front,Unleaded,7.1,237598.0,WA,4,Hatchback,5,5,5985.0
Nissan,2021.0,Qashqai,SUV,USED,Automatic,2.0,Front,Unleaded,6.9,70205.0,WA,4,SUV,4,5,27990.0
Hyundai,2019.0,Kona,SUV,USED,Automatic,2.0,Front,Unleaded,7.2,87601.0,WA,4,SUV,4,5,24369.0
Mercedes-Benz,2013.0,C250,Sedan,USED,Automatic,2.1,Rear,Diesel,5.1,131948.0,WA,4,Sedan,4,5,19990.0
BMW,2015.0,X3,SUV,USED,Automatic,2.0,4WD,Premium,7.3,93671.0,WA,4,SUV,4,5,32980.0
Volkswagen,2020.0,Golf,Wagon,USED,Automatic,1.4,Front,Premium,5.6,32360.0,WA,4,Wagon,4,5,24999.0
Hyundai,2020.0,Venue,SUV,USED,Automatic,1.6,Front,Unleaded,7.2,54177.0,WA,4,SUV,4,5,24999.0
Isuzu,2017.0,MU-X,SUV,USED,Automatic,3.0,Rear,Diesel,8.1,46300.0,WA,4,SUV,4,7,40990.0
Mitsubishi,2018.0,Triton,Ute / Tray,USED,Automatic,2.4,4WD,Diesel,7.6,94281.0,WA,4,Ute / Tray,4,5,32998.0
Holden,2016.0,Commodore,Sedan,USED,Automatic,3.6,Rear,Unleaded,9.5,162125.0,WA,6,Sedan,4,5,15985.0
BMW,2013.0,X5,SUV,USED,Automatic,3.0,4WD,Diesel,7.4,128319.0,WA,6,SUV,4,5,31989.0
MG,2021.0,HS,SUV,USED,Automatic,1.5,Front,Unleaded,7.3,31560.0,WA,4,SUV,4,5,26990.0
Mazda,2016.0,BT-50,Melville Nissan & Suzuki,USED,Automatic,2.0,Other,Diesel,7.4,215147.0,WA,4,Ute / Tray,4,5,28965.0
Kia,2019.0,Carnival,Wagon,USED,Automatic,3.3,Front,Unleaded,10.8,48624.0,WA,6,Wagon,4,8,35988.0
Audi,2012.0,A5,Convertible,USED,Automatic,2.0,AWD,Premium,7.8,133986.0,WA,4,Convertible,2,4,22999.0
Mercedes-Benz,2019.0,X350,Ute / Tray,USED,Automatic,3.0,4WD,Diesel,8.8,129368.0,WA,6,Ute / Tray,4,5,48990.0
Nissan,2018.0,X-Trail,SUV,USED,Automatic,2.5,4WD,Unleaded,8.3,122094.0,WA,4,SUV,4,5,24288.0
Kia,2019.0,Carnival,Wagon,USED,Automatic,3.3,Front,Unleaded,10.8,51815.0,WA,6,Wagon,4,8,35300.0
Kia,2019.0,Carnival,Wagon,USED,Automatic,3.3,Front,Unleaded,10.8,56891.0,WA,6,Wagon,4,8,33990.0
Subaru,2019.0,XV,SUV,USED,Automatic,2.0,AWD,Unleaded,7.0,151300.0,WA,4,SUV,4,5,24888.0
Subaru,2021.0,Forester,SUV,USED,Automatic,2.5,AWD,Unleaded,7.4,60100.0,WA,4,SUV,4,5,34980.0
Mazda,2018.0,CX-3,SUV,USED,Automatic,2.0,Front,Unleaded,6.1,121199.0,WA,4,SUV,4,5,19490.0
Audi,2018.0,A3,Hatchback,USED,Automatic,2.0,AWD,Premium,6.2,18182.0,WA,4,Hatchback,5,5,41999.0
Hyundai,2015.0,Genesis,Sedan,USED,Automatic,3.8,Rear,Unleaded,11.2,133287.0,WA,6,Sedan,4,5,26757.0
GWM,2023.0,Haval,Morley GWM,NEW,Automatic,1.5,Front,Premium,8.1,1.0,WA,4,SUV,4,5,33990.0
Land,2018.0,Rover,Perth City Prestige,USED,Automatic,2.0,Other,Diesel,7.4,96000.0,WA,4,Wagon,4,5,52990.0
Hyundai,2021.0,I30,Hatchback,USED,Automatic,2.0,Front,Unleaded,7.4,21173.0,WA,4,Hatchback,4,5,27999.0
Kia,2020.0,Carnival,Wagon,USED,Automatic,3.3,Front,Unleaded,10.8,50151.0,WA,6,Wagon,4,8,35990.0
GWM,2023.0,Haval,Morley GWM,NEW,Automatic,1.5,Front,Premium,8.1,1.0,WA,4,SUV,4,5,34485.0
Hyundai,2019.0,I30,Hatchback,USED,Automatic,2.0,Front,Unleaded,7.4,57820.0,WA,4,Hatchback,4,5,22999.0
Land,2016.0,Rover,SUV,USED,Automatic,3.0,AWD,Diesel,7.3,114282.0,WA,6,SUV,4,5,62990.0
Peugeot,2019.0,3008,SUV,USED,Automatic,1.6,Front,Premium,7.0,56163.0,WA,4,SUV,4,5,31988.0
Kia,2020.0,Cerato,Hatchback,USED,Automatic,2.0,Front,Unleaded,7.4,61515.0,WA,4,Hatchback,5,5,23977.0
Nissan,2006.0,Tiida,Sedan,USED,Automatic,1.8,Front,Unleaded,7.8,203316.0,WA,4,Sedan,4,5,6990.0
Subaru,2020.0,Forester,SUV,USED,Automatic,2.5,AWD,Unleaded,7.4,56487.0,WA,4,SUV,4,5,33999.0
Hyundai,2009.0,I30,Hatchback,USED,Automatic,2.0,Front,Unleaded,7.6,96670.0,WA,4,Hatchback,5,5,9985.0
LDV,2021.0,D90,SUV,USED,Automatic,2.0,4WD,Diesel,9.1,51988.0,WA,4,SUV,4,7,33950.0
Nissan,2011.0,Navara,Ute / Tray,USED,Manual,2.5,4WD,Diesel,9.8,155782.0,WA,4,Ute / Tray,4,5,12985.0
Toyota,2021.0,Corolla,Hatchback,USED,Automatic,2.0,Front,Unleaded,6.0,34458.0,WA,4,Hatchback,5,5,29388.0
Ford,2012.0,Ranger,Ute / Tray,USED,Manual,2.2,Rear,Diesel,7.6,172612.0,WA,4,Ute / Tray,4,5,18990.0
MG,2022.0,HS,SUV,USED,Automatic,1.5,Front,Unleaded,7.3,29197.0,WA,4,SUV,4,5,26999.0
Hyundai,2019.0,Tucson,SUV,USED,Automatic,2.0,Front,Unleaded,7.9,61211.0,WA,4,SUV,4,5,30490.0
Isuzu,2017.0,MU-X,SUV,USED,Automatic,3.0,4WD,Diesel,7.9,46480.0,WA,4,SUV,4,7,51984.0
Subaru,2020.0,Forester,SUV,USED,Automatic,2.5,AWD,Unleaded,7.4,57341.0,WA,4,SUV,4,5,34990.0
Mercedes-Benz,2012.0,C-CLASS,K.S. & Sons Motor Company,USED,Automatic,2.0,Rear,Premium,7.4,116618.0,WA,4,Coupe,4,5,63990.0
Toyota,2023.0,RAV4,SUV,USED,Automatic,2.5,Front,Hybrid,4.8,34.0,WA,4,SUV,5,5,67999.0
Volkswagen,2019.0,Tiguan,SUV,USED,Automatic,2.0,AWD,Premium,7.5,75662.0,WA,4,SUV,4,5,36990.0
Toyota,2011.0,Hilux,Ute / Tray,USED,Manual,3.0,4WD,Diesel,8.3,184178.0,WA,4,Ute / Tray,4,5,19985.0
Volkswagen,2018.0,Golf,Hatchback,USED,Automatic,2.0,AWD,Premium,6.6,41336.0,WA,4,Hatchback,5,5,47990.0
Mitsubishi,2019.0,Pajero,SUV,USED,Automatic,3.2,4WD,Diesel,9.0,68300.0,WA,4,SUV,4,7,44999.0
Mitsubishi,2016.0,Pajero,SUV,USED,Automatic,2.4,4WD,Diesel,8.0,135983.0,WA,4,SUV,4,7,37984.0
Mitsubishi,2016.0,Pajero,SUV,USED,Automatic,3.2,4WD,Diesel,9.0,103026.0,WA,4,SUV,4,7,41990.0
Toyota,2017.0,Hilux,Ute / Tray,USED,Automatic,2.8,4WD,Diesel,8.5,131039.0,WA,4,Ute / Tray,4,5,57875.0
Mercedes-Benz,2018.0,CLA45,Sedan,USED,Automatic,2.0,AWD,Premium,6.9,69743.0,WA,4,Sedan,4,5,67990.0
Land,2016.0,Rover,SUV,USED,Automatic,2.0,AWD,Diesel,5.1,41250.0,WA,4,SUV,5,5,40777.0
Mercedes-Benz,2016.0,GLC250,SUV,USED,Automatic,2.0,AWD,Premium,7.2,82410.0,WA,4,SUV,4,5,49481.0
Land,2019.0,Rover,SUV,USED,Automatic,2.0,AWD,Diesel,6.6,74472.0,WA,4,SUV,4,5,49900.0
Hyundai,2020.0,I30,Hatchback,USED,Automatic,2.0,Front,Unleaded,7.4,75518.0,WA,4,Hatchback,4,5,22977.0
Subaru,2014.0,WRX,Sedan,USED,Manual,2.5,AWD,Premium,10.4,74822.0,WA,4,Sedan,4,5,48999.0
Land,2015.0,Rover,SUV,USED,Automatic,2.0,AWD,Premium,8.0,113280.0,WA,4,SUV,4,5,31998.0
Subaru,2020.0,XV,SUV,USED,Automatic,2.0,AWD,Hybrid,6.5,46198.0,WA,4,SUV,4,5,35980.0
Volkswagen,2018.0,Polo,Hatchback,USED,Automatic,2.0,Front,Premium,6.1,43765.0,WA,4,Hatchback,5,5,31888.0
Mitsubishi,2020.0,Pajero,SUV,USED,Automatic,2.4,4WD,Diesel,8.0,22409.0,WA,4,SUV,4,7,53999.0
Toyota,2016.0,Hilux,Ute / Tray,USED,Automatic,2.8,4WD,Diesel,8.5,181100.0,WA,4,Ute / Tray,4,5,39990.0
Mitsubishi,2020.0,ASX,SUV,USED,Automatic,2.0,Front,Unleaded,7.6,58379.0,WA,4,SUV,4,5,27688.0
Isuzu,2021.0,D-MAX,Ute / Tray,USED,Automatic,1.9,Front,Diesel,7.0,3212.0,WA,4,Ute / Tray,2,2,38888.0
Honda,2020.0,CR-V,SUV,USED,Automatic,1.5,Front,Unleaded,7.3,33500.0,WA,4,SUV,4,7,36999.0
Holden,2017.0,Trailblazer,SUV,USED,Automatic,2.8,4WD,Diesel,9.4,101956.0,WA,4,SUV,4,7,31981.0
Mitsubishi,2022.0,Triton,Ute / Tray,USED,Automatic,2.4,4WD,Diesel,8.6,25384.0,WA,4,Ute / Tray,4,5,49998.0
Lexus,2020.0,IS350,Sedan,USED,Automatic,3.5,Rear,Premium,9.7,29222.0,WA,6,Sedan,4,5,65778.0
Isuzu,2019.0,MU-X,SUV,USED,Automatic,3.0,4WD,Diesel,7.9,108014.0,WA,4,SUV,4,7,51988.0
Volkswagen,2019.0,Golf,Hatchback,USED,Automatic,2.0,Front,Premium,6.7,35390.0,WA,4,Hatchback,5,5,39990.0
Toyota,2022.0,GR86,Coupe,USED,Manual,2.4,Rear,Premium,9.4,502.0,WA,4,Coupe,2,4,48850.0
Ford,2015.0,Ranger,Ute / Tray,USED,Automatic,2.2,4WD,Diesel,8.1,257092.0,WA,4,Ute / Tray,4,5,26990.0
Hyundai,2020.0,Kona,SUV,USED,Automatic,2.0,Front,Unleaded,6.2,49154.0,WA,4,SUV,4,5,26999.0
Volkswagen,2018.0,Golf,Hatchback,USED,Automatic,2.0,Front,Premium,6.7,41523.0,WA,4,Hatchback,5,5,40982.0
Hyundai,2022.0,I30,Sedan,USED,Automatic,2.0,Front,Unleaded,7.0,1269.0,WA,4,Sedan,4,5,37555.0
MG,2020.0,ZST,SUV,USED,Automatic,1.3,Front,Unleaded,7.3,30270.0,WA,3,SUV,5,5,28888.0
Volvo,2022.0,XC60,SUV,USED,Automatic,2.0,AWD,Hybrid,7.6,17359.0,WA,4,SUV,4,5,69900.0
Hyundai,2018.0,Santa,SUV,USED,Automatic,2.2,AWD,Diesel,7.5,88225.0,WA,4,SUV,4,7,38989.0
Audi,2020.0,Q3,SUV,USED,Automatic,1.4,Front,Premium,7.2,15126.0,WA,4,SUV,4,5,53988.0
Toyota,2015.0,Hilux,Ute / Tray,USED,Automatic,2.8,4WD,Diesel,8.5,140773.0,WA,4,Ute / Tray,4,5,44490.0
Isuzu,2016.0,D-MAX,Ute / Tray,USED,Automatic,3.0,4WD,Diesel,8.1,86104.0,WA,4,Ute / Tray,4,5,45994.0
Toyota,2019.0,Camry,Sedan,USED,Automatic,2.5,Front,Hybrid,4.2,62356.0,WA,4,Sedan,4,5,36990.0
Isuzu,2013.0,D-MAX,Youngs WA,USED,Automatic,2.0,Other,Diesel,7.4,97984.0,WA,4,Ute / Tray,4,5,35871.0
Mercedes-Benz,2016.0,GLE43,SUV,USED,Automatic,3.0,AWD,Premium,8.7,76499.0,WA,6,SUV,4,5,73990.0
Renault,2017.0,Captur,SUV,USED,Automatic,1.2,Front,Premium,5.8,34005.0,WA,4,SUV,4,5,21990.0
Mitsubishi,2022.0,Triton,Ute / Tray,USED,Automatic,2.4,4WD,Diesel,8.6,17539.0,WA,4,Ute / Tray,4,5,52998.0
Volkswagen,2018.0,Amarok,Ute / Tray,USED,Automatic,3.0,4WD,Diesel,7.8,101932.0,WA,6,Ute / Tray,4,5,47990.0
Mitsubishi,2020.0,Triton,Ute / Tray,USED,Manual,2.4,4WD,Diesel,7.9,19931.0,WA,4,Ute / Tray,4,5,46994.0
Mazda,2018.0,CX-5,SUV,USED,Automatic,2.5,AWD,Unleaded,7.5,51246.0,WA,4,SUV,4,5,34999.0
Isuzu,2022.0,D-MAX,Ute / Tray,USED,Automatic,3.0,4WD,Diesel,7.7,13810.0,WA,4,Ute / Tray,4,5,69578.0
Ford,2017.0,Ranger,Ute / Tray,USED,Automatic,3.2,4WD,Diesel,9.0,79000.0,WA,5,Ute / Tray,4,5,53990.0
Subaru,2013.0,WRX,Hatchback,USED,Manual,2.5,AWD,Premium,10.7,120130.0,WA,4,Hatchback,5,5,27990.0
Nissan,2022.0,Navara,Ute / Tray,USED,Automatic,2.3,4WD,Diesel,7.9,18955.0,WA,4,Ute / Tray,4,5,53888.0
Toyota,2019.0,Fortuner,Maddington Hyundai,USED,Automatic,2.0,Other,Diesel,7.4,80100.0,WA,4,Wagon,4,5,51778.0
Toyota,2009.0,Yaris,Hatchback,USED,Automatic,1.3,Front,Unleaded,6.5,195535.0,WA,4,Hatchback,5,5,9450.0
Ford,2018.0,Escape,SUV,USED,Automatic,2.0,AWD,Diesel,5.6,91632.0,WA,4,SUV,4,5,29369.0
Kia,2019.0,Cerato,Hatchback,USED,Automatic,2.0,Front,Unleaded,7.4,60692.0,WA,4,Hatchback,5,5,22999.0
Suzuki,2019.0,Jimny,SUV,USED,Automatic,1.5,4WD,Unleaded,6.9,61578.0,WA,4,SUV,2,4,35990.0
Ford,2019.0,Ranger,Ute / Tray,USED,Automatic,3.2,4WD,Diesel,8.9,185119.0,WA,5,Ute / Tray,4,5,38988.0
Ford,2019.0,Ranger,Ute / Tray,USED,Automatic,3.2,4WD,Diesel,8.7,171500.0,WA,5,Ute / Tray,4,5,43888.0
Ford,2019.0,Ranger,Ute / Tray,USED,Automatic,3.2,4WD,Diesel,8.9,72367.0,WA,5,Ute / Tray,4,5,55385.0
Hyundai,2019.0,I30,Hatchback,USED,Automatic,2.0,Front,Unleaded,7.4,57706.0,WA,4,Hatchback,4,5,22999.0
Toyota,2020.0,Hilux,Ute / Tray,USED,Manual,2.8,Rear,Diesel,7.1,69610.0,WA,4,Ute / Tray,4,5,43988.0
Toyota,2020.0,RAV4,SUV,USED,Automatic,2.5,AWD,Hybrid,4.8,38573.0,WA,4,SUV,5,5,57988.0
Isuzu,2023.0,D-MAX,Gardner Isuzu,NEW,Automatic,3.0,Front,Diesel,8.0,5.0,WA,4,Ute / Tray,4,5,52389.0
Hyundai,2020.0,I30,Hatchback,USED,Automatic,2.0,Front,Unleaded,7.4,57360.0,WA,4,Hatchback,4,5,23999.0
Honda,2008.0,Odyssey,Wagon,USED,Automatic,2.4,Front,Unleaded,9.4,150900.0,WA,4,Wagon,4,7,9990.0
Isuzu,2017.0,MU-X,SUV,USED,Automatic,3.0,4WD,Diesel,7.9,98716.0,WA,4,SUV,4,7,44951.0
Toyota,2018.0,Hilux,Ute / Tray,USED,Automatic,2.8,4WD,Diesel,8.5,83126.0,WA,4,Ute / Tray,4,5,55989.0
Mitsubishi,2020.0,Pajero,SUV,USED,Automatic,3.2,4WD,Diesel,9.1,38478.0,WA,4,SUV,4,7,63989.0
Renault,2019.0,Koleos,SUV,USED,Automatic,2.5,Front,Unleaded,8.1,62490.0,WA,4,SUV,4,5,27990.0
Land,2014.0,Rover,Magic Deals,USED,Automatic,2.0,Other,Diesel,7.4,107560.0,WA,4,Wagon,4,5,69990.0
Mercedes-Benz,2016.0,Vito,Commercial,USED,Automatic,2.1,Rear,Diesel,6.0,106379.0,WA,4,Commercial,4,2,24990.0
Hyundai,2020.0,Kona,SUV,USED,Automatic,2.0,Front,Unleaded,6.2,56322.0,WA,4,SUV,4,5,26977.0
Ford,2018.0,Ranger,Ute / Tray,USED,Automatic,2.0,4WD,Diesel,7.4,122125.0,WA,4,Ute / Tray,4,5,44888.0
Toyota,2016.0,Hilux,Ute / Tray,USED,Automatic,2.8,4WD,Diesel,8.5,157966.0,WA,4,Ute / Tray,4,5,43988.0
Mazda,2008.0,CX-7,Midland Car Yard,USED,Automatic,2.0,Other,Unleaded,7.4,207251.0,WA,4,Wagon,4,5,10999.0
Renault,2020.0,Koleos,SUV,USED,Automatic,2.5,Front,Unleaded,8.1,65851.0,WA,4,SUV,4,5,29980.0
Hyundai,2020.0,Kona,SUV,USED,Automatic,2.0,Front,Unleaded,6.2,54045.0,WA,4,SUV,4,5,26999.0
Volkswagen,2021.0,T-ROC,SUV,USED,Automatic,2.0,AWD,Premium,7.2,19736.0,WA,4,SUV,4,5,45999.0
MG,2022.0,HS,SUV,USED,Automatic,1.5,Front,Unleaded,7.3,28255.0,WA,4,SUV,4,5,26977.0
MG,2021.0,HS,SUV,USED,Automatic,1.5,Front,Unleaded,7.3,37981.0,WA,4,SUV,4,5,26990.0
Ford,2021.0,Ranger,Ute / Tray,USED,Automatic,3.2,4WD,Diesel,8.9,86782.0,WA,5,Ute / Tray,4,5,57887.0
MG,2021.0,HS,SUV,USED,Automatic,1.5,Front,Unleaded,7.3,9630.0,WA,4,SUV,4,5,27977.0
Renault,2019.0,Koleos,SUV,USED,Automatic,2.5,Front,Premium,8.1,59002.0,WA,4,SUV,4,5,27990.0
Toyota,2019.0,Hilux,Ute / Tray,USED,Automatic,2.8,4WD,Diesel,8.5,133902.0,WA,4,Ute / Tray,4,5,47980.0
Hyundai,2007.0,Accent,Sedan,USED,Automatic,1.6,Front,Unleaded,7.1,246512.0,WA,4,Sedan,4,5,5000.0
Hyundai,2015.0,I20,John Hughes Group - Auto Warehouse,USED,Manual,2.0,Front,Unleaded,7.4,39520.0,WA,4,Hatchback,4,5,14999.0
Mitsubishi,2016.0,Lancer,Sedan,USED,Automatic,2.0,Front,Unleaded,7.2,133876.0,WA,4,Sedan,4,5,16977.0
Toyota,2006.0,Tarago,Wagon,USED,Automatic,2.4,Front,Unleaded,9.5,189311.0,WA,4,Wagon,4,8,14990.0
Holden,2009.0,Commodore,Sedan,USED,Manual,3.6,Rear,Unleaded,11.0,159420.0,WA,6,Sedan,4,5,14990.0
Jeep,2014.0,Compass,SUV,USED,Automatic,2.0,Rear,Premium,8.3,175284.0,WA,4,SUV,4,5,13990.0
Toyota,2015.0,Camry,Sedan,USED,Automatic,2.5,Front,Unleaded,7.8,38647.0,WA,4,Sedan,4,5,23990.0
Suzuki,2023.0,Jimny,SUV,USED,Manual,1.5,AWD,Unleaded,6.4,50.0,WA,4,SUV,2,4,39999.0
Hyundai,2014.0,I30,Hatchback,USED,Automatic,1.8,Front,Unleaded,7.1,57388.0,WA,4,Hatchback,5,5,17990.0
Toyota,2017.0,Corolla,Sedan,USED,Automatic,1.8,Front,Unleaded,6.6,117295.0,WA,4,Sedan,4,5,23888.0
Nissan,2012.0,X-Trail,SUV,USED,Automatic,2.5,4WD,Unleaded,9.1,96111.0,WA,4,SUV,4,5,17985.0
Mazda,2023.0,BT-50,Ute / Tray,USED,Automatic,3.0,4WD,Diesel,8.0,1030.0,WA,4,Ute / Tray,4,5,71988.0
Mercedes-Benz,2013.0,B250,Hatchback,USED,Automatic,2.0,Front,Premium,6.5,188584.0,WA,4,Hatchback,5,5,16990.0
Nissan,2019.0,Qashqai,SUV,USED,Automatic,2.0,Front,Unleaded,6.9,71517.0,WA,4,SUV,4,5,25942.0
Mitsubishi,2021.0,ASX,SUV,USED,Automatic,2.0,Front,Unleaded,7.6,85836.0,WA,4,SUV,4,5,22888.0
Subaru,2013.0,Outback,SUV,USED,Automatic,2.5,AWD,Premium,8.0,174579.0,WA,4,SUV,4,5,12990.0
Kia,2019.0,Cerato,Sedan,USED,Automatic,2.0,Front,Unleaded,7.4,60590.0,WA,4,Sedan,4,5,22999.0
Subaru,2020.0,Forester,SUV,USED,Automatic,2.5,AWD,Unleaded,7.4,47453.0,WA,4,SUV,4,5,33999.0
Volkswagen,2019.0,Golf,Wagon,USED,Automatic,1.4,Front,Premium,5.6,19960.0,WA,4,Wagon,4,5,35999.0
Mitsubishi,2019.0,ASX,SUV,USED,Automatic,2.0,Front,Unleaded,7.6,64001.0,WA,4,SUV,4,5,28970.0
Ford,2018.0,Ranger,Ute / Tray,USED,Automatic,2.2,Rear,Diesel,7.8,239542.0,WA,4,Ute / Tray,4,5,21750.0
Hyundai,2012.0,I20,Easy Wholesale,USED,Automatic,2.0,Front,Unleaded,7.4,110695.0,WA,4,Hatchback,4,5,11999.0
Land,2007.0,Rover,JPM MOTORS,USED,Automatic,2.0,AWD,Unleaded,7.4,259083.0,WA,4,Wagon,4,5,19990.0
Ford,2016.0,Ranger,Ute / Tray,USED,Automatic,3.2,4WD,Diesel,9.0,212109.0,WA,5,Ute / Tray,4,5,30990.0
Holden,2011.0,Commodore,Wagon,USED,Automatic,3.0,Rear,Unleaded,9.6,210222.0,WA,6,Wagon,4,5,8985.0
Hyundai,2020.0,Kona,SUV,USED,Automatic,2.0,Front,Unleaded,6.2,4766.0,WA,4,SUV,4,5,26999.0
Hyundai,2014.0,Santa,SUV,USED,Automatic,2.2,AWD,Diesel,7.3,183096.0,WA,4,SUV,4,7,16999.0
Subaru,2007.0,Outback,SUV,USED,Manual,2.5,AWD,Unleaded,9.1,151949.0,WA,4,SUV,4,5,10990.0
Great,2011.0,Wall,SUV,USED,Manual,2.4,4WD,Unleaded,10.4,108881.0,WA,4,SUV,4,5,7990.0
Toyota,2018.0,RAV4,SUV,USED,Automatic,2.2,AWD,Diesel,6.5,40750.0,WA,4,SUV,4,5,33999.0
Mitsubishi,2017.0,Outlander,SUV,USED,Automatic,2.0,Front,Unleaded,6.6,30709.0,WA,4,SUV,4,7,25992.0
Mercedes-Benz,2013.0,A200,Hatchback,USED,Automatic,1.6,Front,Premium,6.1,115829.0,WA,4,Hatchback,5,5,19888.0
Toyota,2008.0,Aurion,Sedan,USED,Automatic,3.5,Front,Unleaded,9.9,245801.0,WA,6,Sedan,4,5,8990.0
MG,2021.0,HS,SUV,USED,Automatic,1.5,Front,Unleaded,7.3,34130.0,WA,4,SUV,4,5,28588.0
Ford,2011.0,Territory,SUV,USED,Automatic,2.7,Rear,Diesel,8.2,171495.0,WA,6,SUV,4,5,10990.0
Toyota,2021.0,Camry,Sedan,USED,Automatic,2.5,Front,Hybrid,4.7,67694.0,WA,4,Sedan,4,5,40998.0
Nissan,2008.0,X-Trail,SUV,USED,Automatic,2.0,4WD,Diesel,8.1,189150.0,WA,4,SUV,4,5,12990.0
Kia,2015.0,Cerato,Hatchback,USED,Automatic,1.8,Front,Unleaded,7.1,178815.0,WA,4,Hatchback,5,5,12999.0
Toyota,2017.0,Landcruiser,SUV,USED,Automatic,2.8,4WD,Diesel,8.0,198241.0,WA,4,SUV,4,5,39980.0
Mazda,2016.0,CX-5,SUV,USED,Automatic,2.5,AWD,Unleaded,7.4,92907.0,WA,4,SUV,4,5,23990.0
Toyota,2018.0,Corolla,Hatchback,USED,Automatic,2.0,Front,Unleaded,6.0,138552.0,WA,4,Hatchback,5,5,20888.0
Fiat,2013.0,Punto,Hatchback,USED,Automatic,1.4,Front,Unleaded,5.4,188475.0,WA,4,Hatchback,5,5,8990.0
Kia,2009.0,Sportage,SUV,USED,Automatic,2.0,Front,Unleaded,8.2,217103.0,WA,4,SUV,4,5,7450.0
Holden,2019.0,Colorado,Ute / Tray,USED,Automatic,2.8,4WD,Diesel,8.7,122419.0,WA,4,Ute / Tray,4,5,39997.0
Kia,2018.0,Picanto,Hatchback,USED,Automatic,1.2,Front,Unleaded,5.8,69835.0,WA,4,Hatchback,5,5,18499.0
Toyota,2010.0,Hilux,Ute / Tray,USED,Manual,2.7,Rear,Unleaded,11.2,186416.0,WA,4,Ute / Tray,2,3,12999.0
